Species;Botanic_Garden;Species_ID;Year;InitGr;LeafUnf;FlOn;FlPeak;FlMaxInt;FlEnd;FlDur;FrOn;FrEnd;SenOn;SenPeak;SenMaxInt;SenEnd;Remarks
Paeonia delavayi;Jena;Pae_del_Jen;2022;54;103;131;137;50;144;13;265;306;208;334;100;354;NA
Paeonia delavayi;Trondheim;Pae_del_Tro;2022;83;105;154;161;50;175;21;NA;NA;NA;NA;NA;NA;NA
Paeonia emodi;Srinagar;Pae_emo_Sri;2022;46;67;95;102;70;116;21;158;235;144;207;100;235;NA
Paeonia officinalis;Berlin;Pae_off_Ber;2022;40;81;116;116;100;131;15;187;208;172;228;90;228;NA
Paeonia officinalis;Potsdam;Pae_off_Pot;2022;82;89;144;144;100;152;8;221;250;187;271;100;355;NA
Paeonia officinalis;Halle;Pae_off_Hal;2022;11;81;124;131;90;139;15;174;244;174;278;100;278;NA
Paeonia officinalis;Leipzig;Pae_off_Lei;2022;NA;54;124;124;131;NA;NA;145;166;229;236;NA;NA;NA
Paeonia officinalis;Vienna;Pae_off_Vie;2022;83;104;126;126;75;126;0;174;208;154;314;100;314;NA
Paeonia officinalis;Jena;Pae_off_Jen;2022;47;95;131;131;70;137;6;208;214;236;334;100;354;NA
Paeonia peregrina;Potsdam;Pae_per_Pot;2022;68;75;NA;NA;NA;NA;NA;NA;NA;187;250;100;355;NA
Paeonia peregrina;Leipzig;Pae_per_Lei;2022;NA;54;117;NA;131;NA;NA;138;NA;222;229;NA;NA;NA
Paeonia peregrina;Jena;Pae_per_Jen;2022;47;82;117;124;50;124;7;208;256;137;299;100;354;NA
Paeonia peregrina;Halle;Pae_per_Hal;2022;33;74;124;131;70;131;7;181;236;145;244;100;244;NA
Paeonia peregrina;Berlin;Pae_per_Ber;2022;40;95;137;137;100;137;0;228;291;228;236;90;291;NA
Paeonia peregrina;Vienna;Pae_per_Vie;2022;83;104;132;139;75;139;7;222;222;166;258;100;258;NA
Paeonia tenuifolia;Petrozavodsk;Pae_ten_Pet;2022;110;136;154;157;20;164;10;220;220;227;263;100;302;NA
Papaver grande;Halle;Pap_gra_Hal;2022;74;81;NA;NA;NA;NA;NA;NA;NA;145;355;100;355;NA
Paris quadrifolia;Frankfurt;Par_qua_Fra;2022;82;82;103;110;100;125;22;187;194;166;222;100;257;NA
Paris quadrifolia;Trondheim;Par_qua_Tro;2022;105;119;147;154;100;175;28;220;227;161;200;100;255;NA
Paris quadrifolia;Vienna;Par_qua_Vie;2022;89;95;111;118;95;132;21;181;208;187;222;95;230;NA
Paris quadrifolia;Prague;Par_qua_Pra;2022;90;97;125;125;80;139;14;153;265;244;272;100;272;NA
Patrinia intermedia;Vienna;Pat_int_Vie;2022;47;69;160;166;50;174;14;NA;NA;145;321;95;321;NA
Penstemon grandiflorus;Leipzig;Pen_gra_Lei;2022;NA;68;103;NA;166;NA;NA;208;166;243;54;NA;NA;NA
Petasites albus;Frankfurt;Pet_alb_Fra;2022;5;96;68;82;100;103;35;NA;NA;152;243;100;313;NA
Petasites albus;Prague;Pet_alb_Pra;2022;NA;83;90;90;30;111;21;NA;NA;132;300;90;300;NA
Petasites hybridus;Jena;Pet_hyb_Jen;2022;5;82;68;75;80;117;49;131;137;137;306;100;354;NA
Petasites hybridus;Frankfurt;Pet_hyb_Fra;2022;5;82;54;68;100;103;49;NA;NA;159;320;100;362;NA
Phedimus spurius;Petrozavodsk;Phe_spu_Pet;2022;110;124;199;205;10;213;14;256;256;280;280;5;302;NA
Phedimus spurius;Halle;Phe_spu_Hal;2022;NA;11;174;181;80;208;34;216;312;216;355;90;355;NA
Phedimus spurius;Trondheim;Phe_spu_Tro;2022;83;83;212;212;50;248;36;NA;NA;234;248;15;248;NA
Phedimus stoloniferus;Petrozavodsk;Phe_sto_Pet;2022;124;130;164;164;10;178;14;239;239;302;302;10;302;NA
Phedimus stoloniferus;Leipzig;Phe_sto_Lei;2022;NA;54;96;NA;173;NA;NA;208;208;243;NA;NA;NA;NA
Phlomis cashmeriana;Srinagar;Phl_cas_Sri;2022;67;74;130;144;100;165;35;186;270;193;333;80;361;NA
Phlomis russeliana;Frankfurt;Phl_rus_Fra;2022;33;33;NA;NA;NA;NA;NA;NA;NA;33;33;5;33;NA
Phlomis russeliana;Jena;Phl_rus_Jen;2022;19;68;159;159;20;166;7;202;341;166;34;60;354;NA
Phlomis russeliana;Vienna;Phl_rus_Vie;2022;33;33;154;154;25;166;12;208;361;NA;27;50;361;NA
Phlomis russeliana;Berlin;Phl_rus_Ber;2022;46;54;152;159;70;172;20;200;305;187;334;25;341;NA
Phlomis russeliana;Halle;Phl_rus_Hal;2022;NA;11;145;153;70;166;21;204;278;181;216;60;355;NA
Phlox paniculata;Srinagar;Phl_pan_Sri;2022;60;67;165;193;90;235;70;249;319;228;319;100;319;NA
Phytolacca acinosa;Srinagar;Phy_aci_Sri;2022;81;102;137;151;70;165;28;193;221;228;297;100;297;NA
Pilosella aurantiaca;Vienna;Pil_aur_Vie;2022;62;83;139;139;50;292;153;159;313;197;251;25;363;NA
Pilosella aurantiaca;Trondheim;Pil_aur_Tro;2022;62;62;154;168;90;248;94;NA;NA;248;248;10;248;NA
Pilosella officinarum;Petrozavodsk;Pil_off_Pet;2022;110;118;157;171;20;185;28;185;192;NA;NA;NA;NA;NA
Plantago lanceolata;Frankfurt;Pla_lan_Fra;2022;54;54;125;131;25;229;104;145;341;243;285;75;341;NA
Plantago lanceolata;Halle;Pla_lan_Hal;2022;NA;11;139;145;80;263;124;174;355;208;326;30;355;NA
Plantago lanceolata;Prague;Pla_lan_Pra;2022;83;90;139;167;70;217;78;195;237;195;258;90;258;NA
Plantago lanceolata;Vienna;Pla_lan_Vie;2022;14;33;104;104;5;306;202;154;361;132;27;75;361;NA
Plantago lanceolata;Leipzig;Pla_lan_Lei;2022;NA;68;117;NA;138;NA;NA;166;166;250;306;NA;NA;NA
Plantago lanceolata;Tuebingen;Pla_lan_Tue;2022;55;12;132;132;50;159;27;168;327;230;5;75;355;NA
Plantago lanceolata;Berlin;Pla_lan_Ber;2022;40;60;131;166;90;270;139;187;298;159;256;20;298;NA
Plantago lanceolata;Jena;Pla_lan_Jen;2022;12;5;131;137;40;250;119;159;299;180;243;70;354;NA
Plantago lanceolata;Potsdam;Pla_lan_Pot;2022;33;41;133;144;60;278;145;166;264;187;6;95;355;NA
Plantago lanceolata;Srinagar;Pla_lan_Sri;2022;32;39;102;109;85;137;35;158;221;172;270;100;270;NA
Plantago major;Trondheim;Pla_maj_Tro;2022;NA;200;200;200;50;234;34;242;248;242;248;15;248;NA
Plantago major;Srinagar;Pla_maj_Sri;2022;NA;74;151;179;90;214;63;276;276;214;283;100;283;NA
Platycodon grandiflorus;Tuebingen;Pla_gra_Tue;2022;NA;NA;NA;NA;NA;NA;NA;262;299;262;299;100;299;NA
Platycodon grandiflorus;Xixon;Pla_gra_Xix;2022;75;75;166;187;100;264;98;243;362;180;334;100;362;NA
Platycodon grandiflorus;Halle;Pla_gra_Hal;2022;111;111;174;187;80;216;42;278;287;208;287;100;306;NA
Platycodon grandiflorus;Vienna;Pla_gra_Vie;2022;118;126;126;187;60;208;82;250;361;222;279;100;279;NA
Platycodon grandiflorus;Potsdam;Pla_gra_Pot;2022;124;133;187;208;50;244;57;278;292;221;285;100;355;NA
Podophyllum hexandrum;Srinagar;Pod_hex_Sri;2022;74;81;88;95;65;95;7;165;207;158;214;100;214;NA
Podophyllum peltatum;Berlin;Pod_pel_Ber;2022;40;88;131;131;100;131;0;179;179;159;187;70;187;NA
Podophyllum peltatum;Vienna;Pod_pel_Vie;2022;89;104;126;126;95;132;6;NA;NA;139;208;95;222;NA
Podophyllum peltatum;Leipzig;Pod_pel_Lei;2022;NA;54;96;124;138;NA;NA;145;NA;NA;208;NA;NA;NA
Podophyllum peltatum;Petrozavodsk;Pod_pel_Pet;2022;130;136;178;178;5;185;7;263;273;220;263;100;302;NA
Podophyllum peltatum;Halle;Pod_pel_Hal;2022;19;25;131;131;100;139;8;244;287;163;287;100;306;NA
Polygonatum hirtum;Vienna;Pol_hir_Vie;2022;76;104;132;132;25;132;0;279;293;237;287;100;287;NA
Polygonatum multiflorum;Jena;Pol_mul_Jen;2022;117;124;144;152;80;158;14;187;306;193;292;100;354;NA
Polygonatum multiflorum;Berlin;Pol_mul_Ber;2022;88;103;131;137;100;144;13;214;277;208;277;65;277;NA
Polygonatum multiflorum;Halle;Pol_mul_Hal;2022;111;111;131;131;100;139;8;278;312;216;294;100;294;NA
Polygonatum multiflorum;Vienna;Pol_mul_Vie;2022;104;118;132;132;5;132;0;242;361;145;279;100;279;NA
Polygonatum multiflorum;Trondheim;Pol_mul_Tro;2022;105;126;154;161;80;175;21;NA;NA;193;248;25;248;NA
Polygonatum multiflorum;Srinagar;Pol_mul_Sri;2022;NA;95;102;109;80;130;28;144;158;165;297;100;297;NA
Polygonatum odoratum;Petrozavodsk;Pol_odo_Pet;2022;NA;136;164;164;5;185;21;256;273;239;280;100;302;NA
Polygonatum verticillatum;Srinagar;Pol_ver_Sri;2022;NA;74;116;130;85;151;35;214;283;186;297;100;297;NA
Polygonatum verticillatum;Leipzig;Pol_ver_Lei;2022;NA;103;124;NA;145;NA;NA;166;NA;250;278;NA;NA;NA
Potentilla argentea;Petrozavodsk;Pot_arg_Pet;2022;110;118;178;178;5;287;109;220;280;185;185;5;302;NA
Primula acaulis;Srinagar;Pri_aca_Sri;2022;53;60;81;95;100;116;35;123;221;137;340;90;361;NA
Primula acaulis;Berlin;Pri_aca_Ber;2022;319;40;11;103;100;124;113;159;187;NA;NA;NA;NA;NA
Primula acaulis;Potsdam;Pri_aca_Pot;2022;6;6;6;55;100;341;335;152;181;160;221;100;348;NA
Primula acaulis;Halle;Pri_aca_Hal;2022;NA;11;11;81;100;111;100;NA;NA;174;263;95;298;NA
Primula acaulis;Xixon;Pri_aca_Xix;2022;222;222;5;68;100;124;119;NA;NA;187;229;50;362;NA
Primula acaulis;Jena;Pri_aca_Jen;2022;5;5;5;54;90;103;98;NA;NA;103;354;55;354;NA
Primula denticulata;Potsdam;Pri_den_Pot;2022;6;26;75;89;100;124;49;152;195;160;334;100;355;NA
Primula denticulata;Berlin;Pri_den_Ber;2022;11;54;54;88;95;131;77;144;152;NA;NA;NA;NA;NA
Primula denticulata;Tuebingen;Pri_den_Tue;2022;55;55;75;96;100;138;63;145;168;110;355;95;355;NA
Primula denticulata;Halle;Pri_den_Hal;2022;11;11;74;89;100;124;50;131;181;166;355;100;355;NA
Primula denticulata;Petrozavodsk;Pri_den_Pet;2022;118;124;130;147;20;157;27;192;192;256;256;5;302;NA
Primula denticulata;Leipzig;Pri_den_Lei;2022;NA;54;89;NA;117;NA;NA;138;152;250;285;NA;NA;NA
Primula denticulata;Trondheim;Pri_den_Tro;2022;83;83;112;126;95;154;42;140;140;161;242;10;248;NA
Primula denticulata;Vienna;Pri_den_Vie;2022;14;47;14;104;75;174;160;132;174;104;329;75;329;NA
Primula denticulata;Jena;Pri_den_Jen;2022;5;47;61;95;90;124;63;137;193;166;5;100;299;NA
Primula veris;Tuebingen;Pri_ver_Tue;2022;12;12;83;110;90;124;41;145;209;209;292;55;355;NA
Primula veris;Jena;Pri_ver_Jen;2022;5;12;88;109;100;131;43;173;299;159;208;90;354;NA
Primula veris;Trondheim;Pri_ver_Tro;2022;83;83;133;147;100;161;28;NA;NA;200;212;40;242;NA
Primula veris;Vienna;Pri_ver_Vie;2022;20;5;83;96;75;116;33;168;329;145;197;75;363;NA
Primula veris;Potsdam;Pri_ver_Pot;2022;6;26;97;118;100;306;209;174;195;160;181;70;355;NA
Primula veris;Halle;Pri_ver_Hal;2022;40;11;61;81;100;118;57;166;223;163;174;70;355;NA
Prunella grandiflora;Potsdam;Pru_gra_Pot;2022;41;49;152;160;100;292;140;221;236;201;341;100;355;NA
Prunella grandiflora;Leipzig;Pru_gra_Lei;2022;NA;89;117;159;257;NA;NA;299;NA;NA;54;NA;NA;NA
Prunella grandiflora;Halle;Pru_gra_Hal;2022;NA;11;153;163;95;319;166;187;287;11;118;30;355;NA
Prunella grandiflora;Berlin;Pru_gra_Ber;2022;46;54;166;179;80;284;118;187;284;187;270;60;284;NA
Prunella grandiflora;Jena;Pru_gra_Jen;2022;12;47;159;166;50;284;125;193;320;193;5;100;354;NA
Prunella grandiflora;Vienna;Pru_gra_Vie;2022;NA;87;164;171;25;283;119;185;276;213;5;95;361;NA
Prunella vulgaris;Potsdam;Pru_vul_Pot;2022;61;75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Prunella vulgaris;Srinagar;Pru_vul_Sri;2022;74;81;165;186;80;207;42;249;283;193;270;100;283;NA
Prunella vulgaris;Tuebingen;Pru_vul_Tue;2022;12;12;83;173;45;292;209;209;262;321;5;95;355;NA
Prunella vulgaris;Prague;Pru_vul_Pra;2022;69;76;174;181;50;230;56;202;265;174;272;100;272;NA
Pulmonaria angustifolia;Vienna;Pul_ang_Vie;2022;60;76;89;95;75;118;29;139;139;139;160;100;314;NA
Pulsatilla halleri;Tuebingen;Pul_hal_Tue;2022;55;5;68;83;85;138;70;159;159;243;341;100;341;NA
Pulsatilla vulgaris;Vienna;Pul_vul_Vie;2022;5;62;69;89;50;116;47;133;145;174;349;95;363;NA
Pulsatilla vulgaris;Tuebingen;Pul_vul_Tue;2022;12;68;75;96;75;103;28;117;194;194;355;100;355;NA
Pulsatilla vulgaris;Potsdam;Pul_vul_Pot;2022;55;61;68;82;100;103;35;124;152;230;292;70;292;NA
Pulsatilla vulgaris;Halle;Pul_vul_Hal;2022;11;25;81;81;70;111;30;131;166;181;326;35;326;NA
Pulsatilla vulgaris;Berlin;Pul_vul_Ber;2022;11;60;81;103;90;277;196;144;193;166;319;80;319;NA
Pulsatilla vulgaris;Jena;Pul_vul_Jen;2022;12;82;88;109;70;124;36;152;179;152;354;100;354;NA
Puschkinia scilloides;Trondheim;Pus_sci_Tro;2022;69;76;105;112;95;140;35;NA;NA;147;175;100;175;NA
Puschkinia scilloides;Halle;Pus_sci_Hal;2022;46;61;67;81;100;103;36;124;139;118;145;100;145;NA
Ranunculus acris;Halle;Ran_acr_Hal;2022;11;11;111;124;100;193;82;223;244;25;298;100;298;NA
Ranunculus acris;Potsdam;Ran_acr_Pot;2022;55;68;118;133;100;292;174;NA;NA;160;6;100;355;NA
Ranunculus acris;Prague;Ran_acr_Pra;2022;62;69;125;132;70;160;35;167;195;167;279;40;328;NA
Ranunculus acris;Jena;Ran_acr_Jen;2022;5;5;131;144;85;334;203;166;222;166;354;100;354;NA
Ranunculus acris;Berlin;Ran_acr_Ber;2022;NA;4;124;131;70;166;42;166;179;159;298;60;298;NA
Ranunculus bulbosus;Potsdam;Ran_bul_Pot;2022;257;6;118;133;100;152;34;160;174;160;174;100;355;NA
Ranunculus lanuginosus;Frankfurt;Ran_lan_Fra;2022;NA;5;110;117;60;138;28;138;244;159;208;75;362;NA
Ranunculus lanuginosus;Jena;Ran_lan_Jen;2022;12;19;109;131;45;152;43;159;180;152;215;85;354;NA
Ranunculus lanuginosus;Potsdam;Ran_lan_Pot;2022;13;41;133;139;100;208;75;NA;NA;208;20;95;355;NA
Reynoutria sachalinensis;Potsdam;Rey_sac_Pot;2022;124;133;221;244;100;271;50;NA;NA;257;327;100;355;NA
Reynoutria sachalinensis;Frankfurt;Rey_sac_Fra;2022;5;111;194;250;100;271;77;271;278;278;307;100;350;NA
Rheum hybridum_x;Trondheim;Rhe_hyb_Tro;2022;83;83;147;154;85;161;14;NA;NA;161;248;80;248;NA
Rheum palmatum;Jena;Rhe_pal_Jen;2022;40;109;NA;NA;NA;NA;NA;NA;NA;166;222;100;354;NA
Rheum palmatum;Tuebingen;Rhe_pal_Tue;2022;75;103;NA;NA;NA;NA;NA;NA;NA;209;355;100;355;NA
Rheum palmatum;Frankfurt;Rhe_pal_Fra;2022;90;90;NA;NA;NA;NA;NA;NA;NA;159;6;100;355;NA
Rheum palmatum;Potsdam;Rhe_pal_Pot;2022;97;118;NA;NA;NA;NA;NA;NA;NA;187;320;100;355;NA
Rheum rhabarbarum;Jena;Rhe_rha_Jen;2022;12;95;NA;NA;NA;NA;NA;NA;NA;152;328;100;354;NA
Rhodiola rosea;Trondheim;Rho_ros_Tro;2022;76;83;133;147;90;168;35;206;227;220;242;50;248;NA
Rodgersia podophylla;Petrozavodsk;Rod_pod_Pet;2022;136;147;171;178;20;185;14;NA;NA;232;280;100;302;NA
Roscoea purpurea;Leipzig;Ros_pur_Lei;2022;NA;159;173;NA;215;NA;NA;229;NA;243;257;NA;NA;NA
Rubus chamaemorus;Jena;Rub_cha_Jen;2022;96;96;NA;NA;NA;NA;NA;NA;NA;243;354;100;354;NA
Rudbeckia triloba;Srinagar;Rud_tri_Sri;2022;60;67;151;165;100;221;70;249;354;228;347;100;354;NA
Rumex acetosa;Jena;Rum_ace_Jen;2022;5;5;131;137;50;166;35;159;187;159;342;100;354;NA
Rumex acetosa;Trondheim;Rum_ace_Tro;2022;83;83;147;168;100;175;28;NA;NA;154;248;15;248;NA
Rumex acetosa;Petrozavodsk;Rum_ace_Pet;2022;110;118;178;178;5;178;0;220;280;247;247;5;273;NA
Rumex nepalensis;Srinagar;Rum_nep_Sri;2022;NA;53;116;130;90;158;42;165;221;172;214;100;221;NA
Salvia amplexicaulis;Leipzig;Sal_amp_Lei;2022;NA;54;89;NA;173;NA;NA;NA;187;236;264;NA;NA;NA
Salvia glutinosa;Trondheim;Sal_glu_Tro;2022;105;119;212;248;50;248;36;NA;NA;NA;NA;NA;NA;NA
Salvia moorcroftiana;Srinagar;Sal_moo_Sri;2022;67;74;116;130;90;151;35;158;186;151;340;90;361;NA
Salvia nemorosa;Potsdam;Sal_nem_Pot;2022;NA;49;124;144;100;313;189;187;264;187;327;95;355;NA
Salvia nemorosa;Vienna;Sal_nem_Vie;2022;54;69;145;154;25;215;70;174;222;145;5;100;361;NA
Salvia nemorosa;Jena;Sal_nem_Jen;2022;61;82;166;179;40;265;99;208;342;208;12;100;354;NA
Salvia nemorosa;Berlin;Sal_nem_Ber;2022;NA;88;152;166;100;319;167;179;319;172;319;85;319;NA
Salvia officinalis;Leipzig;Sal_off_Lei;2022;NA;89;110;NA;145;NA;NA;173;166;250;306;NA;NA;NA
Salvia officinalis;Prague;Sal_off_Pra;2022;NA;83;139;146;90;217;78;188;217;174;328;35;328;NA
Salvia officinalis;Halle;Sal_off_Hal;2022;NA;11;139;145;100;216;77;187;287;181;216;55;355;NA
Salvia officinalis;Berlin;Sal_off_Ber;2022;NA;109;144;152;90;291;147;187;298;187;187;10;298;NA
Salvia officinalis;Potsdam;Sal_off_Pot;2022;61;68;144;152;100;195;51;208;208;166;20;90;355;NA
Salvia officinalis;Frankfurt;Sal_off_Fra;2022;6;6;138;138;85;172;34;NA;NA;NA;355;15;355;NA
Salvia officinalis;Jena;Sal_off_Jen;2022;5;5;144;152;80;314;170;186;354;173;354;60;354;NA
Salvia pratensis;Vienna;Sal_pra_Vie;2022;47;69;132;139;50;154;22;160;230;154;321;95;335;NA
Salvia pratensis;Jena;Sal_pra_Jen;2022;19;54;137;144;70;299;162;166;299;208;12;100;354;NA
Salvia sclarea;Srinagar;Sal_scl_Sri;2022;60;67;137;158;100;200;63;249;347;207;305;100;347;NA
Sanguisorba minor;Jena;San_min_Jen;2022;61;5;131;137;80;159;28;166;236;144;354;40;354;NA
Sanguisorba officinalis;Jena;San_off_Jen;2022;68;88;144;180;90;208;64;193;306;193;354;100;354;NA
Saponaria officinalis;Xixon;Sap_off_Xix;2022;26;47;180;194;100;285;105;NA;NA;201;362;100;362;NA
Saponaria officinalis;Halle;Sap_off_Hal;2022;61;11;181;193;70;216;35;216;259;204;11;95;355;NA
Saponaria officinalis;Trondheim;Sap_off_Tro;2022;69;105;206;220;70;248;42;NA;NA;242;242;5;248;NA
Saponaria officinalis;Berlin;Sap_off_Ber;2022;34;60;172;193;100;298;126;208;298;159;284;85;284;NA
Saponaria officinalis;Potsdam;Sap_off_Pot;2022;61;75;201;221;80;306;105;NA;NA;250;6;100;355;NA
Saponaria officinalis;Frankfurt;Sap_off_Fra;2022;82;82;165;187;40;286;121;195;355;54;54;100;355;NA
Saponaria officinalis;Jena;Sap_off_Jen;2022;54;75;173;193;85;278;105;258;306;180;314;100;354;NA
Saponaria officinalis;Prague;Sap_off_Pra;2022;69;76;181;188;80;237;56;217;237;230;237;10;237;NA
Saussurea albescens;Srinagar;Sau_alb_Sri;2022;60;67;151;186;80;214;63;249;333;214;263;100;333;NA
Saxifraga paniculata;Potsdam;Sax_pan_Pot;2022;55;61;133;152;100;160;27;187;208;187;348;65;355;NA
Saxifraga paniculata;Berlin;Sax_pan_Ber;2022;NA;NA;137;152;80;159;22;172;179;166;166;10;179;NA
Saxifraga paniculata;Jena;Sax_pan_Jen;2022;68;68;131;144;90;159;28;173;284;173;299;25;354;NA
Saxifraga paniculata;Leipzig;Sax_pan_Lei;2022;NA;61;96;NA;138;NA;NA;166;166;236;54;NA;NA;NA
Saxifraga paniculata;Prague;Sax_pan_Pra;2022;83;90;132;139;100;160;28;167;195;181;181;5;286;NA
Saxifraga paniculata;Halle;Sax_pan_Hal;2022;NA;46;145;153;70;166;21;NA;NA;187;259;80;355;NA
Saxifraga paniculata;Tuebingen;Sax_pan_Tue;2022;55;27;132;138;30;159;27;168;321;209;33;75;355;NA
Saxifraga rotundifolia;Trondheim;Sax_rot_Tro;2022;105;105;154;168;90;212;58;206;220;105;105;70;248;NA
Saxifraga rotundifolia;Halle;Sax_rot_Hal;2022;67;11;124;139;90;166;42;174;216;193;208;30;355;NA
Saxifraga rotundifolia;Tuebingen;Sax_rot_Tue;2022;61;27;132;132;75;138;6;NA;NA;262;355;100;355;NA
Scabiosa ochroleuca;Vienna;Sca_och_Vie;2022;NA;47;171;192;25;341;170;206;361;221;33;50;361;NA
Scabiosa ochroleuca;Prague;Sca_och_Pra;2022;55;62;174;202;60;300;126;202;328;202;328;70;328;NA
Scabiosa ochroleuca;Leipzig;Sca_och_Lei;2022;NA;82;110;NA;208;NA;NA;306;229;264;NA;NA;NA;NA
Scilla bifolia;Frankfurt;Sci_bif_Fra;2022;NA;54;54;82;100;96;42;125;125;117;131;100;131;NA
Scilla bifolia;Trondheim;Sci_bif_Tro;2022;69;83;90;105;90;119;29;140;147;140;161;100;161;NA
Scilla siberica;Trondheim;Sci_sib_Tro;2022;62;69;105;119;75;126;21;154;168;140;168;100;193;NA
Scilla siberica;Potsdam;Sci_sib_Pot;2022;55;61;82;89;100;110;28;NA;NA;133;152;100;355;NA
Scilla siberica;Vienna;Sci_sib_Vie;2022;14;69;83;95;75;111;28;145;154;126;174;100;174;NA
Scopolia carniolica;Leipzig;Sco_car_Lei;2022;NA;54;89;NA;89;NA;NA;124;NA;159;166;NA;NA;NA
Scopolia carniolica;Halle;Sco_car_Hal;2022;61;67;81;81;100;95;14;NA;NA;131;187;100;187;NA
Scopolia carniolica;Prague;Sco_car_Pra;2022;83;97;104;111;70;125;21;153;217;NA;NA;NA;NA;NA
Scopolia carniolica;Jena;Sco_car_Jen;2022;54;88;103;103;100;109;6;NA;NA;131;201;100;342;NA
Scopolia carniolica;Trondheim;Sco_car_Tro;2022;83;83;105;112;90;161;56;154;200;206;220;70;234;NA
Scopolia carniolica;Potsdam;Sco_car_Pot;2022;82;89;103;118;70;139;36;166;181;166;195;100;355;NA
Scopolia carniolica;Berlin;Sco_car_Ber;2022;NA;88;109;109;100;116;7;NA;NA;137;166;70;166;NA
Securigera varia;Trondheim;Sec_var_Tro;2022;83;119;193;212;70;248;55;NA;NA;NA;NA;NA;NA;NA
Securigera varia;Potsdam;Sec_var_Pot;2022;NA;75;160;174;100;236;76;201;230;187;20;100;355;NA
Securigera varia;Prague;Sec_var_Pra;2022;83;97;160;167;80;279;119;217;230;300;314;20;328;NA
Securigera varia;Jena;Sec_var_Jen;2022;12;54;159;179;60;222;63;236;256;214;354;100;354;NA
Securigera varia;Tuebingen;Sec_var_Tue;2022;12;12;159;168;90;181;22;181;209;285;314;45;321;NA
Securigera varia;Halle;Sec_var_Hal;2022;89;25;163;181;40;208;45;204;263;208;312;95;355;NA
Securigera varia;Berlin;Sec_var_Ber;2022;NA;60;159;179;100;214;55;193;298;193;298;40;298;NA
Sedum acre;Petrozavodsk;Sed_acr_Pet;2022;110;124;178;185;10;185;7;NA;NA;192;192;50;220;NA
Sempervivum tectorum;Potsdam;Sem_tec_Pot;2022;55;61;181;187;50;230;49;230;250;230;6;50;355;NA
Sempervivum tectorum;Jena;Sem_tec_Jen;2022;34;40;NA;NA;NA;NA;NA;NA;NA;250;5;100;354;NA
Senecio inaequidens;Srinagar;Sen_ina_Sri;2022;NA;158;172;186;100;228;56;249;290;228;297;100;297;NA
Senecio nemorensis;Jena;Sen_nem_Jen;2022;47;54;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Senecio nemorensis;Berlin;Sen_nem_Ber;2022;NA;88;193;208;100;228;35;228;263;193;263;70;263;NA
Senecio nemorensis;Halle;Sen_nem_Hal;2022;89;89;204;216;70;230;26;259;355;174;326;100;355;NA
Silene acaulis;Frankfurt;Sil_aca_Fra;2022;89;89;NA;NA;NA;NA;NA;NA;NA;306;341;100;361;NA
Silene coronaria;Berlin;Sil_cor_Ber;2022;NA;54;144;166;90;291;147;187;298;159;187;70;298;NA
Silene coronaria;Halle;Sil_cor_Hal;2022;NA;19;163;163;95;187;24;193;294;145;216;50;355;NA
Silene coronaria;Jena;Sil_cor_Jen;2022;34;47;166;173;50;193;27;201;342;152;5;90;354;NA
Silene coronaria;Srinagar;Sil_cor_Sri;2022;NA;88;137;144;70;165;28;179;221;179;270;100;270;NA
Silene coronaria;Leipzig;Sil_cor_Lei;2022;NA;68;117;NA;173;NA;NA;208;NA;229;306;NA;NA;NA
Silene coronaria;Vienna;Sil_cor_Vie;2022;47;54;145;154;25;187;42;181;237;145;208;80;361;NA
Silene dioica;Vienna;Sil_dio_Vie;2022;41;47;139;145;25;335;196;166;300;NA;361;100;361;NA
Silene dioica;Halle;Sil_dio_Hal;2022;NA;11;118;131;50;216;98;153;223;174;319;95;355;NA
Silene dioica;Trondheim;Sil_dio_Tro;2022;83;62;140;168;80;200;60;193;200;193;234;10;248;NA
Silene nutans;Jena;Sil_nut_Jen;2022;47;61;137;152;80;159;22;173;299;173;40;70;354;NA
Silene nutans;Leipzig;Sil_nut_Lei;2022;NA;61;96;131;145;NA;NA;173;166;236;54;NA;NA;NA
Silene nutans;Prague;Sil_nut_Pra;2022;62;76;132;139;70;146;14;160;202;160;188;10;328;NA
Heliosperma pusillum;Leipzig;Hel_pus_Lei;2022;NA;61;103;NA;159;NA;NA;173;NA;250;NA;NA;NA;NA
Silene vulgaris;Prague;Sil_vul_Pra;2022;69;76;153;153;50;258;105;174;244;195;230;20;258;NA
Silene vulgaris;Leipzig;Sil_vul_Lei;2022;NA;61;103;152;166;NA;NA;NA;NA;NA;264;NA;NA;NA
Silene vulgaris;Srinagar;Sil_vul_Sri;2022;67;74;123;137;85;158;35;172;297;172;228;100;297;NA
Silene vulgaris;Frankfurt;Sil_vul_Fra;2022;48;55;145;166;30;195;50;187;271;174;250;100;306;NA
Silene vulgaris;Halle;Sil_vul_Hal;2022;67;81;163;187;50;278;115;208;263;174;11;100;319;NA
Silene vulgaris;Jena;Sil_vul_Jen;2022;40;68;166;166;40;256;90;180;278;228;341;100;354;NA
Silphium integrifolium;Berlin;Sil_int_Ber;2022;NA;103;187;221;100;298;111;263;298;172;298;70;298;NA
Silphium integrifolium;Halle;Sil_int_Hal;2022;81;81;181;208;90;223;42;NA;NA;181;294;100;306;NA
